datasetId,context,scope,cancer,geneA,geneB,eventTimeMonths,transformedTime,coefficient,ciHighCoefficient,ciLowCoefficient,hazardRatio,ciLow,ciHigh,splineDegreesFreedom,diagnostic
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,5.391801842,499.0757576,-0.5712328572,0.1191974719,-1.261663186,0.5648286562,0.2831826491,1.126592367,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,5.575930008,519.8080808,-0.580237578,0.1198932791,-1.280368435,0.5597653628,0.2779348806,1.127376531,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,5.849958479,540.540404,-0.5898269389,0.1210187881,-1.300672666,0.5544232255,0.2723485318,1.128646117,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,6.008292526,561.2727273,-0.6000243254,0.1219930352,-1.322041686,0.5487982862,0.266590452,1.129746233,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,6.312141414,582.0050505,-0.6108531231,0.1222839623,-1.343990208,0.5428875216,0.2608029315,1.130074955,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,6.607957351,602.7373737,-0.6223367175,0.1214112845,-1.36608472,0.5366888809,0.2551038098,1.129089194,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,6.880189042,623.469697,-0.6344984944,0.1189462365,-1.387943225,0.5302013206,0.2495881236,1.126309362,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,7.131923232,644.2020202,-0.6473618393,0.1145095739,-1.409233253,0.5234248357,0.2443305512,1.121323376,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,7.398936267,664.9343434,-0.6609501378,0.1077688815,-1.429669157,0.5163604877,0.239388109,1.113790298,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,7.627020912,685.6666667,-0.6752867755,0.09843594622,-1.449009497,0.5090104279,0.2348027457,1.103443722,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,7.894179894,706.3989899,-0.6903951381,0.08626472642,-1.467055003,0.5013779164,0.2306036132,1.090094867,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,8.041892256,727.1313131,-0.706298611,0.07105030845,-1.48364753,0.4934673359,0.2268088855,1.073635237,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,8.397967644,747.8636364,-0.7230205799,0.05262917406,-1.498670334,0.4852842002,0.2234270461,1.054038708,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,8.666163059,768.5959596,-0.7405844304,0.03088110358,-1.512049964,0.4768351571,0.2204575842,1.031362871,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,8.876955932,789.3282828,-0.7590133823,0.005733578215,-1.523760343,0.4681280627,0.2178909996,1.005750047,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,9.042989317,810.0606061,-0.7782875228,-0.02270924459,-1.533865801,0.4591916937,0.2157001995,0.9775466694,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,9.401030303,830.7929293,-0.7982864597,-0.05400736107,-1.542565558,0.4500995675,0.2138317991,0.9474251324,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,9.764416667,851.5252525,-0.8188755223,-0.08764431127,-1.550106733,0.4409271886,0.2122253211,0.9160866605,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,9.977597796,872.2575758,-0.83992004,-0.1230721698,-1.55676791,0.4317450444,0.2108163486,0.8841998478,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,10.20816498,892.989899,-0.8612853418,-0.1597148274,-1.562855856,0.4226185238,0.2095368089,0.8523868317,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,10.47985776,913.7222222,-0.8828367571,-0.1969721016,-1.568701413,0.4136079406,0.2083155227,0.8212135435,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,10.71783133,934.4545455,-0.9044396151,-0.2342255331,-1.574653697,0.4047686478,0.2070792524,0.7911833577,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,10.94911581,955.1868687,-0.925959245,-0.2708467718,-1.581071718,0.3961512307,0.2057544692,0.7627333597,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,11.01344885,975.9191919,-0.9472609761,-0.3062093875,-1.588312565,0.3878017684,0.2042700135,0.7362324454,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,11.37339948,996.6515152,-0.9682101376,-0.3397046532,-1.596715622,0.3797621521,0.2025607126,0.7119805729,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,11.67106185,1017.383838,-0.9886720588,-0.3707612437,-1.606582874,0.3720704508,0.2005718236,0.6902087135,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,11.96775899,1038.116162,-1.008512069,-0.398867849,-1.618156289,0.3647613157,0.1982639037,0.6710793793,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,12.13134557,1058.848485,-1.027595497,-0.4235965529,-1.631594441,0.3578664177,0.1956174248,0.6546879606,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,12.40519971,1079.580808,-1.045787673,-0.4446238235,-1.646951522,0.3514149104,0.1926362618,0.6410653844,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,12.67166685,1100.313131,-1.062953925,-0.4617455751,-1.664162275,0.3454339159,0.1893492142,0.6301826537,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,12.9530771,1121.045455,-1.078959583,-0.4748833709,-1.683035795,0.3399490305,0.1858090408,0.6219575906,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,13.15711111,1141.777778,-1.093669976,-0.4840804302,-1.703259522,0.3349848486,0.1820890325,0.6162636337,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,13.6605113,1162.510101,-1.106950434,-0.4894881904,-1.724412677,0.330565507,0.1782777276,0.6129400225,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,13.97472229,1183.242424,-1.118666285,-0.491345994,-1.745986576,0.3267152493,0.1744727735,0.6118023574,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,14.07024846,1203.974747,-1.128682859,-0.4899573938,-1.767408324,0.3234590172,0.1707750093,0.6126524964,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,14.4888408,1224.707071,-1.136865485,-0.4856664485,-1.788064521,0.3208230722,0.1672836305,0.615287003,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,14.7765,1245.439394,-1.143079492,-0.4788364893,-1.807322495,0.3188356566,0.1640929087,0.6195037719,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,14.99324983,1266.171717,-1.14719021,-0.4698326654,-1.824547755,0.3175277033,0.1612905706,0.6251068616,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,15.11808081,1286.90404,-1.149062968,-0.4590085201,-1.839117415,0.3169336073,0.1589576578,0.6319098609,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,15.40604835,1307.636364,-1.148563094,-0.4466961237,-1.850430065,0.3170920736,0.1571695587,0.63973828,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,15.89100232,1328.368687,-1.145555919,-0.433198897,-1.857912942,0.3180470601,0.1559978675,0.6484315079,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,16.00778632,1349.10101,-1.139906772,-0.4187861211,-1.861027422,0.3198488394,0.155512771,0.6578448793,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,16.43708333,1369.833333,-1.131480981,-0.4036881278,-1.859273834,0.3225552044,0.1557857156,0.6678523734,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,16.87655698,1390.565657,-1.120143876,-0.3880911953,-1.852196557,0.3262328541,0.1568921649,0.6783504781,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,17.07271168,1411.29798,-1.105783154,-0.372121335,-1.839444972,0.3309515948,0.1589055987,0.6892706048,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,17.57853875,1432.030303,-1.08843473,-0.3557797125,-1.821089747,0.3367431755,0.16184928,0.7006269426,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,17.88493722,1452.762626,-1.068194813,-0.3389753718,-1.797414254,0.3436282712,0.1657268622,0.7124999965,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,18.09841667,1473.494949,-1.045159786,-0.3215533973,-1.768766175,0.3516356284,0.1705432796,0.7250219148,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,18.50865956,1494.227273,-1.019426033,-0.3032956029,-1.735556462,0.3608019693,0.1763020675,0.7383807966,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,18.99383838,1514.959596,-0.9910899355,-0.2839190725,-1.698260798,0.371171917,0.183001524,0.7528275667,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,19.35728281,1535.691919,-0.9602478776,-0.2630734486,-1.657422307,0.3827979871,0.1906297323,0.7686854363,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,19.97716667,1556.424242,-0.9269962423,-0.2403380305,-1.613654454,0.3957406358,0.1991584671,0.7863620018,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,20.49572463,1577.156566,-0.8914314125,-0.2152201523,-1.567642673,0.4100683555,0.2085361914,0.8063638978,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,20.98098879,1597.888889,-0.8536497715,-0.1871568603,-1.520142683,0.4258578084,0.2186806828,0.8293136398,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,21.12161616,1618.621212,-0.8137477022,-0.1555224505,-1.471972954,0.4431939909,0.2294723,0.8559678598,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,21.91770785,1639.353535,-0.7718215878,-0.1196446775,-1.423998498,0.4621704171,0.2407494535,0.8872356355,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,22.58883333,1660.085859,-0.7279678114,-0.07883192681,-1.377103696,0.4828893158,0.2523082572,0.9241952438,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,23.10987994,1680.818182,-0.6822827561,-0.03241186456,-1.332153648,0.5054618283,0.2639082834,0.9681077707,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,23.95957371,1701.550505,-0.634862805,0.02022112002,-1.28994673,0.5300081978,0.2752854472,1.020426952,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,24.84276094,1722.282828,-0.5858043412,0.07955626624,-1.251164949,0.5566579388,0.2861712278,1.082806483,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,25.47999713,1743.015152,-0.5352037477,0.1459240684,-1.216331564,0.5855499735,0.2963151889,1.157108324,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,26.45274283,1763.747475,-0.4831574078,0.2194705401,-1.185785356,0.6168327215,0.3055061543,1.245417158,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,27.43706745,1784.479798,-0.4297617044,0.3001535949,-1.159677004,0.6506641266,0.3135874521,1.350066155,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,29.01204802,1805.212121,-0.3751130208,0.3877608525,-1.137986894,0.6872116052,0.3204634999,1.473677316,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,31.04770815,1825.944444,-0.3193077399,0.48194267,-1.12055815,0.7266518951,0.3260977324,1.619216953,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,32.89709596,1846.676768,-0.262442245,0.5822517062,-1.107136196,0.7691707866,0.330504106,1.790064596,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,34.40071312,1867.409091,-0.204612919,0.688181173,-1.097407011,0.8149627119,0.3337353348,1.990092605,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,36.42171717,1888.141414,-0.1459161452,0.799196753,-1.091029043,0.86423017,0.3358706903,2.223753987,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,38.73631766,1908.873737,-0.08644830649,0.9147602329,-1.087656846,0.91718296,0.3370052245,2.496176679,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,40.89172662,1929.606061,-0.02630578612,1.034345142,-1.086956714,0.974037197,0.3372412552,2.813263343,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,44.90744726,1950.338384,0.03441503286,1.157445841,-1.088615775,1.035014082,0.3366822152,3.181796075,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,48.01625974,1971.070707,0.09561776733,1.283581829,-1.092346295,1.100338398,0.3354285555,3.609545374,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,53.51921424,1991.80303,0.1572060342,1.412298861,-1.097886793,1.170236698,0.333575253,4.10538227,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,59.89276332,2012.535354,0.2190834504,1.543168127,-1.105001226,1.244935163,0.331210476,4.679391721,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,82.88374983,2033.267677,0.2811536328,1.675784382,-1.113477116,1.324657099,0.3284150361,5.342984447,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,142,2054,0.3433201983,1.809763608,-1.123123211,1.409620048,0.3252623435,6.109003142,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,0.066,21,1.058485633,1.471618719,0.6453525472,2.882003272,1.906659098,4.356281031,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,0.3507333333,109.9393939,1.056051588,1.44773448,0.6643686946,2.874996876,1.943263341,4.253467278,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,0.8538739567,198.8787879,1.053615986,1.424297727,0.6829342452,2.868003049,1.979678079,4.154938915,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,1.2658,287.8181818,1.051177272,1.401409632,0.700944912,2.861017331,2.015656426,4.060920336,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,1.689416667,376.7575758,1.048733889,1.379180525,0.7182872537,2.854035305,2.050917499,3.971645629,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,2.205569587,465.6969697,1.046284282,1.357730892,0.7348376722,2.847052595,2.085143488,3.887362442,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,2.792,554.6363636,1.043826894,1.337192057,0.7504617314,2.840064872,2.117977728,3.80833489,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,3.343848485,643.5757576,1.041360169,1.31770618,0.7650141576,2.833067846,2.1490248,3.734844485,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,4.060666667,732.5151515,1.038882551,1.299425046,0.7783400551,2.826057274,2.177854146,3.667187599,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,4.569870915,821.4545455,1.036392483,1.282506906,0.7902780601,2.819028954,2.204009188,3.605667475,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,5.030026118,910.3939394,1.03388841,1.267110558,0.8006662621,2.81197873,2.227024216,3.550578535,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,5.57096926,999.3333333,1.031368775,1.253385945,0.8093516053,2.804902489,2.246450927,3.502181097,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,6.180590909,1088.272727,1.028832022,1.241461114,0.8162029309,2.797796163,2.26189494,3.460666201,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,6.758781517,1177.212121,1.026276596,1.231426487,0.8211267046,2.790655727,2.273059462,3.426113358,4,natural-spline smooth of scaled Schoenfeld beta(t)
